lakeid,year4,daynum,sampledate,depth,rep,sta,dic,tic,doc,toc,no3no2,no2,nh4,totnf,totnuf,totpf,totpuf,po4,sio2uf,drsif,brsif,brsiuf,tpm,flagdic,flagtic,flagdoc,flagtoc,flagno3no2,flagno2,flagnh4,flagtotnf,flagtotnuf,flagtotpf,flagtotpuf,flagpo4,flagsio2uf,flagdrsif,flagbrsif,flagbrsiuf,flagtpm
"LR",1998,215,1998-08-03,9.000,1,1,10.77,11.73,7.93,8.55,72.0,,1289,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LR",1998,229,1998-08-17,0.000,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LR",1998,229,1998-08-17,0.000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LR",1998,229,1998-08-17,4.000,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LR",1998,229,1998-08-17,4.000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LR",1998,229,1998-08-17,4.000,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LR",1998,229,1998-08-17,6.000,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LR",1998,229,1998-08-17,6.000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LR",1998,229,1998-08-17,9.000,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LR",1998,243,1998-08-31,0.000,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LR",1998,243,1998-08-31,0.000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LR",1998,243,1998-08-31,4.000,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LR",1998,243,1998-08-31,4.000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LR",1998,243,1998-08-31,4.000,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LR",1998,243,1998-08-31,6.000,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LR",1998,243,1998-08-31,6.000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LR",1998,243,1998-08-31,9.000,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LR",1998,257,1998-09-14,0.000,1,1,0.81,1.04,4.65,4.74,0.0,,6,243,325,1.0,8.0,,,136,163,256,,,,,,,,,,,,,,,,,,
"LR",1998,257,1998-09-14,0.000,1,2,,1.20,,5.46,0.0,,10,277,334,2.0,9.0,,,157,,,,"D",,"D",,,,,,"E",,"E",,,,,,
"LR",1998,257,1998-09-14,4.000,1,1,1.22,1.24,4.60,4.64,0.0,,5,272,296,0.0,6.0,,,152,195,260,,,,,,,,,,,,,,,,,"E",
"LR",1998,257,1998-09-14,4.000,1,2,2.32,2.00,5.24,5.66,0.0,,18,233,306,1.0,12.0,,,152,,,,,,,,,,,,,,,,,,,,
"LR",1998,257,1998-09-14,6.000,1,1,3.80,3.83,3.78,4.03,4.0,,35,204,412,7.0,31.0,,,205,227,249,,,,,,,,,,,,,,,,,,
"LR",1998,257,1998-09-14,6.000,1,2,26.95,32.75,17.04,10.32,5.0,,215,1674,2754,52.0,139.0,,,1146,,,,,,,,,,,,,,,,,"E",,,
"LR",1998,257,1998-09-14,9.000,1,1,11.52,,8.99,,3.0,,1749,2319,2925,99.0,194.0,,,692,622,615,,,"D",,"D",,,,,,,,,,,,,
"LR",1998,257,1998-09-14,9.000,2,1,12.07,13.99,9.44,7.36,2.0,,1823,2254,3004,102.0,202.0,,,702,651,643,,,,,,,,,,,,,,,,,,
"LR",1998,271,1998-09-28,0.000,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LR",1998,271,1998-09-28,0.000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LR",1998,271,1998-09-28,4.000,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LR",1998,271,1998-09-28,4.000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LR",1998,271,1998-09-28,6.000,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LR",1998,271,1998-09-28,6.000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LR",1998,271,1998-09-28,9.000,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LR",1998,271,1998-09-28,9.000,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LR",1998,285,1998-10-12,0.000,1,1,1.18,1.16,4.36,4.59,1.0,,27,294,236,7.0,13.0,,,157,170,191,,,,,,,,,,,,,,,,,,
"LR",1998,285,1998-10-12,0.000,1,2,0.80,0.84,4.94,5.18,0.0,,29,340,382,9.0,17.0,,,82,148,242,,,,,,,,,,,,,,,,,,
"LR",1998,285,1998-10-12,0.000,2,2,0.80,0.88,5.01,5.28,1.0,,62,282,358,7.0,17.0,,,113,156,156,,,,,,,,,,,,,,,,,,
"LR",1998,285,1998-10-12,4.000,1,2,1.00,1.10,4.97,5.14,0.0,,25,271,398,8.0,24.0,,,84,91,152,,,,,,,,,,"E",,"E",,,,,"E",
"LR",1998,285,1998-10-12,6.000,1,1,2.12,1.98,4.30,4.22,2.0,,119,253,329,7.0,21.0,,,176,184,313,,,,,,,,,,,,,,,,,,
"LR",1998,285,1998-10-12,6.000,1,2,1.28,1.42,4.87,5.06,0.0,,24,305,462,9.0,29.0,,,78,177,234,,,,,,,,,,,,,,,,,,
"LR",1998,285,1998-10-12,8.000,1,1,13.85,14.35,7.64,7.96,1.0,,1050,1778,1936,42.0,105.0,,,565,536,521,,,,,,,,,,,,,,,,,,
"LR",1998,285,1998-10-12,9.000,1,1,15.92,17.51,11.20,11.80,2.0,,2320,2766,3517,143.0,250.0,,,819,730,830,,,,,,,,,,,,,,,,,,
"LR",1998,307,1998-11-03,0.000,1,1,1.04,1.32,4.58,4.81,8.0,,32,337,384,8.0,21.0,,,129,128,187,,,,,,,,,,,,,,,,,,
"LR",1998,307,1998-11-03,0.000,1,2,0.84,1.15,5.02,5.14,1.0,,16,414,402,9.0,19.0,,,55,69,118,,,,,,"E",,"E",,"E",,"E",,,"E",,"E",
"LR",1998,307,1998-11-03,4.000,1,1,1.06,1.27,4.52,4.62,3.0,,33,337,348,8.0,18.0,,,127,167,157,,,,,,,,,,"E",,"E",,,,,,
"LR",1998,307,1998-11-03,4.000,1,2,0.85,1.19,5.05,5.17,0.0,,13,271,466,7.0,21.0,,,53,78,108,,,,,,,,,,,,,,,,,,
"LR",1998,307,1998-11-03,4.000,2,2,0.86,1.24,5.05,5.32,1.0,,5,312,384,8.0,22.0,,,54,78,98,,,,,,,,,,,,,,,,,,
"LR",1998,307,1998-11-03,6.000,1,2,0.86,1.15,5.06,5.25,1.0,,18,281,438,6.0,20.0,,,53,59,98,,,,,,,,,,,,,,,,,,
"LR",1998,307,1998-11-03,9.000,1,1,1.02,1.26,4.55,4.54,7.0,,25,368,373,8.0,17.0,,,129,138,187,,,,,,,,,,,,,,,,,,
"LR",1999,25,1999-01-25,0.000,1,1,1.00,1.26,5.01,4.73,30.0,,82,151,280,9.0,21.0,,,48,6,82,,,,,,,,,,,,,,,"E",,,
"LR",1999,25,1999-01-25,0.000,1,2,0.92,1.40,5.66,5.64,14.0,,63,140,210,4.0,20.0,,,30,74,48,,,,,,,,,,"E",,"E",,,,,"AE",
"LR",1999,25,1999-01-25,4.000,1,1,1.42,1.58,4.06,4.04,38.0,,119,161,161,7.0,15.0,,,77,40,116,,,,,,"L",,"L",,,,,,,,"L","L",
"LR",1999,25,1999-01-25,4.000,1,2,1.68,1.92,4.55,4.36,14.0,,190,161,118,7.0,14.0,,,95,48,107,,,"A",,"A",,,,,,,,,,"E",,,
"LR",1999,25,1999-01-25,4.000,2,1,1.33,1.59,4.08,3.82,16.0,,86,156,129,6.0,16.0,,,74,82,82,,,"A",,"A","L",,"L","E",,,,,,,"L","L",
"LR",1999,25,1999-01-25,6.000,1,2,1.86,2.10,4.48,4.37,22.0,,187,129,247,10.0,19.0,,,118,82,99,,,,,,,,,,,,,,,,,,
"LR",1999,25,1999-01-25,8.000,1,1,2.72,2.76,4.36,4.18,11.0,,199,118,269,18.0,37.0,,,224,201,184,,,,,,,,,,,,,,,,,,
"LR",1999,60,1999-03-01,0.000,1,1,1.03,1.20,4.16,4.14,19.0,,92,447,523,4.0,13.0,,,41,53,28,,,,,,,,,,,,,,,,,,
"LR",1999,60,1999-03-01,0.000,1,2,1.03,1.30,5.06,4.94,15.0,,84,432,477,2.0,11.0,,,32,20,40,,,,,,,,,,,,,,,,,"E",
"LR",1999,60,1999-03-01,4.000,1,1,1.51,1.54,3.95,3.67,20.0,,142,455,546,3.0,13.0,,,112,96,104,,,,,,,,,,,,,,,,,,
"LR",1999,60,1999-03-01,4.000,1,2,2.25,2.15,4.17,4.16,10.0,,270,644,644,9.0,19.0,,,180,138,155,,,,,,,,,,,,,,,,,,
"LR",1999,60,1999-03-01,4.000,2,2,2.26,2.31,4.07,4.13,10.0,,275,606,637,8.0,19.0,,,187,200,189,,,,,,,,,,,,,,,,,,
"LR",1999,60,1999-03-01,6.000,1,2,2.48,2.34,4.60,4.30,19.0,,388,697,735,16.0,36.0,,,218,215,215,,,,,,,,,,,,,,,,,,
"LR",1999,60,1999-03-01,9.000,1,1,4.70,5.18,5.84,4.82,0.0,,940,1414,1460,131.0,157.0,,,504,393,494,,,,,,,,,,,,,,,,,,
"LR",1999,81,1999-03-22,0.000,1,1,1.32,1.52,4.70,4.60,64.0,,100,285,408,1.0,10.0,,,47,56,99,,,,,,,,,,,,,,,,,,
"LR",1999,81,1999-03-22,0.000,1,2,1.05,1.28,5.30,5.32,50.0,,32,354,364,3.0,7.0,,,40,56,39,,,,,,,,,,,,,,,"E",,,
"LR",1999,81,1999-03-22,4.000,1,1,3.02,3.00,3.84,3.88,28.0,,207,334,413,8.0,14.0,,,149,150,158,,,,,,"L",,,,,,,,,,,,
"LR",1999,81,1999-03-22,4.000,1,2,2.76,3.32,4.16,4.22,15.0,,228,467,447,5.0,16.0,,,155,141,158,,,,,,,,,,,,,,,,,,
"LR",1999,81,1999-03-22,4.000,2,1,2.62,2.96,4.01,4.12,19.0,,203,344,418,8.0,14.0,,,149,150,141,,,,,,"L",,,,,,,,,,,,
"LR",1999,81,1999-03-22,6.000,1,2,3.15,4.80,4.43,5.08,11.0,,372,624,658,9.0,36.0,,,224,200,319,,,,,,,,,,,,,,,,,,
"LR",1999,81,1999-03-22,9.000,1,1,6.34,7.84,6.30,5.71,9.0,,963,1078,1526,144.0,78.0,,,548,497,675,,,,,,,,"E",,,,,,,,,,
"LR",1999,131,1999-05-11,0.000,1,1,0.63,0.97,3.86,3.61,0.0,,23,207,212,11.0,12.0,,,31,19,37,0.71,,,,,"L",,"L",,,,,,,,,,"L"
"LR",1999,131,1999-05-11,0.000,1,2,0.68,1.17,4.46,3.40,1.0,,7,140,210,5.0,12.0,,,19,0,301,1.06,,,,,,,,,,,"E",,,,,"E",
"LR",1999,131,1999-05-11,0.000,2,1,0.61,0.98,3.81,3.58,8.0,,34,151,190,9.0,14.0,,,13,37,56,1.01,,,,,"L",,"L",,,,,,,,,,"L"
"LR",1999,131,1999-05-11,4.000,1,1,0.69,1.10,3.51,3.39,1.0,,21,168,196,8.0,20.0,,,30,19,19,1.05,,,,,,,,,,,,,,,,,
"LR",1999,131,1999-05-11,4.000,1,2,0.79,1.25,3.88,4.10,0.0,,6,168,201,5.0,12.0,,,23,283,47,1.50,,,,,,,,,,,,,,,,"A",
"LR",1999,131,1999-05-11,6.000,1,1,1.49,1.97,3.56,3.40,2.0,,29,223,376,8.0,35.0,,,25,37,74,3.02,,,,,,,,,,,,,,"E",,,
"LR",1999,131,1999-05-11,6.000,1,2,1.60,3.07,4.07,3.59,10.0,,115,380,369,15.0,46.0,,,255,223,477,4.56,,,,,,,,,,,,,,,,,
"LR",1999,131,1999-05-11,9.000,1,1,2.77,3.11,4.07,3.53,3.0,,125,375,531,38.0,65.0,,,180,158,176,3.19,,,,,,,,,,,,,,,,,
"LR",1999,158,1999-06-07,0.000,1,1,0.55,0.82,4.43,4.31,2.0,,15,236,280,8.0,16.0,,,12,0,19,0.57,,,,,,,,,"E",,"E",,,,,,
"LR",1999,158,1999-06-07,0.000,1,2,0.62,0.91,4.83,4.90,3.0,,22,370,459,13.0,22.0,,,15,0,0,0.71,,,,,,,,,"E",,"E",,,"LE","L","LA",
"LR",1999,158,1999-06-07,4.000,1,1,0.99,1.27,4.04,3.97,2.0,,4,216,300,8.0,22.0,,,32,28,28,1.14,,,,,,,,,,,,,,,,,
"LR",1999,158,1999-06-07,4.000,1,2,0.67,0.98,4.82,4.97,9.0,,23,409,439,13.0,23.0,,,40,19,28,0.73,,,,,,,"L",,,,,,,,,,"L"
"LR",1999,158,1999-06-07,4.000,2,2,0.71,0.99,4.90,5.23,0.0,,12,449,449,14.0,22.0,,,61,56,28,1.86,,,,,"E",,"LE",,,,,,,"L","L","L","L"
"LR",1999,158,1999-06-07,6.000,1,1,2.14,2.56,3.56,3.68,2.0,,15,280,399,10.0,29.0,,,52,93,0,5.21,,,,,,,,,,,,,,"E",,"A",
"LR",1999,158,1999-06-07,6.000,1,2,3.37,3.82,5.56,5.63,2.0,,8,668,628,43.0,49.0,,,187,176,185,2.07,,,,,,,,,,,,,,,"E",,
"LR",1999,158,1999-06-07,9.000,1,1,5.35,6.64,4.48,4.64,0.0,,98,414,627,21.0,60.0,,,211,194,213,0.57,,,,,,,"E",,,,,,,,"E",,
"LR",1999,172,1999-06-21,0.000,1,2,0.62,0.92,5.08,4.98,0.0,,18,250,275,5.0,6.0,,,42,167,121,,,,,,,,"L",,,"L","L",,,,,,
"LR",1999,172,1999-06-21,0.000,2,2,0.62,0.86,5.11,5.29,1.0,,12,280,315,13.0,13.0,,,46,187,167,,,,,,,,"L",,,"L","L",,,,,,
"LR",1999,172,1999-06-21,4.000,1,2,0.93,1.34,5.29,5.24,0.0,,12,240,384,5.0,20.0,,,70,207,214,,,,,,,,,,"E",,"E",,,,,,
"LR",1999,172,1999-06-21,6.000,1,2,5.96,7.15,7.05,6.72,0.0,,26,801,1095,69.0,8.0,,,249,339,339,,,,,,,,,,,,,,,,,,
"LR",1999,188,1999-07-07,0.000,1,1,0.64,0.75,5.02,5.28,1.0,,27,171,255,7.0,12.0,,,25,148,181,0.69,,,,,,,,,,,,,,"E",,,
"LR",1999,188,1999-07-07,0.000,1,2,,,,,,,,,,,,,,,,,0.62,,,,,,,,,,,,,,,,,"L"
"LR",1999,188,1999-07-07,0.000,2,2,,,,,,,,,,,,,,,,,1.25,,,,,,,,,,,,,,,,,"L"
"LR",1999,188,1999-07-07,2.000,1,1,0.73,0.77,5.01,4.85,1.0,,8,221,270,8.0,13.0,,,26,154,181,0.79,,,,,,,,,"E",,"E",,,,,,
"LR",1999,188,1999-07-07,4.000,1,2,,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,,,,
"LR",1999,188,1999-07-07,6.000,1,1,2.55,2.82,3.86,3.96,0.0,,16,171,226,9.0,18.0,,,11,134,141,0.71,,,,,,,,,,,,,,,,,
"LR",1999,188,1999-07-07,6.000,1,2,,,,,,,,,,,,,,,,,1.30,,,,,,,,,,,,,,,,,
"LR",1999,188,1999-07-07,9.000,1,1,8.63,9.52,6.57,5.83,1.0,,629,870,1190,52.0,105.0,,,298,406,419,1.77,,,,,,,,,,,,,,,,,
"LR",1999,214,1999-08-02,0.000,1,1,0.68,0.72,4.52,4.87,1.0,,9,255,314,6.0,10.0,,,29,152,178,0.50,,,,,,,,,,,,,,,,,
"LR",1999,214,1999-08-02,0.000,1,2,0.56,0.63,5.03,5.22,1.0,,15,255,329,5.0,11.0,,,36,41,245,1.52,,,,,,,,,,,,,,,,,
"LR",1999,214,1999-08-02,2.000,1,1,0.72,0.81,4.54,4.41,0.0,,7,258,265,9.0,12.0,,,34,165,192,0.58,,,,,,,,"E",,"E",,,,"E",,,
"LR",1999,214,1999-08-02,4.000,1,2,1.31,1.33,4.79,5.22,6.0,,31,374,428,11.0,22.0,,,82,271,317,2.53,,,,,,,,,,,,,,,,,
"LR",1999,214,1999-08-02,6.000,1,1,3.38,3.46,3.69,3.77,6.0,,18,240,339,7.0,20.0,,,27,159,172,1.84,,,,,,,,,,,,,,,,,
"LR",1999,214,1999-08-02,6.000,1,2,9.45,12.80,7.97,7.79,3.0,,20,671,1195,21.0,75.0,,,396,555,555,2.62,,,,,,,,,,,,,,,,,
"LR",1999,214,1999-08-02,6.000,2,1,2.96,3.26,3.88,4.25,3.0,,16,240,359,10.0,19.0,,,17,152,178,2.09,,,,,,,,,,,,,,,,,
"LR",1999,214,1999-08-02,9.000,1,1,8.59,10.59,6.08,6.30,15.0,,787,1174,1673,83.0,138.0,,,384,496,549,1.34,,,,,,,,,,,,,,,,,
"LR",1999,242,1999-08-30,0.000,1,1,0.79,0.95,4.34,4.12,0.0,,10,233,228,7.0,13.0,,,52,40,66,1.22,,,,,,,,,,,,,,,,,
"LR",1999,242,1999-08-30,0.000,1,2,0.80,1.05,4.79,4.61,4.0,,17,287,307,3.0,8.0,,,48,49,80,2.94,,,,,,,,,,,,,,,,,
"LR",1999,242,1999-08-30,4.000,1,1,0.93,1.08,4.13,4.13,0.0,,6,247,277,6.0,12.0,,,67,67,75,1.59,,,,,,,,,,,,,,,,,"L"
"LR",1999,242,1999-08-30,4.000,1,2,1.34,1.32,4.22,4.70,1.0,,9,267,337,3.0,16.0,,,61,40,84,2.97,,,,,,,,,,,,,,,,,
"LR",1999,242,1999-08-30,4.000,2,1,0.99,1.11,4.46,4.39,1.0,,8,238,252,4.0,17.0,,,62,58,84,0.47,,,,,,,,,,,,,,,,,"L"
"LR",1999,242,1999-08-30,6.000,1,1,2.94,3.69,4.30,4.04,1.0,,24,228,386,8.0,31.0,,,25,119,58,0.65,,,,,,,,,,,,,,,,,
"LR",1999,242,1999-08-30,6.000,1,2,10.01,15.13,6.94,8.46,2.0,,53,1324,1335,56.0,82.0,,,632,607,520,16.41,,,,,,,,,,,,,,,,,
"LR",1999,242,1999-08-30,9.000,1,1,9.00,11.68,7.13,6.84,3.0,,1425,1871,2278,77.0,162.0,,,491,450,520,10.46,,,,,,,,,"E",,"E",,,,,,
"LR",1999,270,1999-09-27,0.000,1,1,0.84,0.80,4.15,4.62,9.0,,63,264,225,7.0,21.0,,,65,4,31,0.42,,,,,"L",,"L","E",,,"L",,,,"L","L",
"LR",1999,270,1999-09-27,0.000,1,2,0.85,0.98,4.60,4.59,3.0,,37,496,439,10.0,18.0,,,103,31,44,1.02,,,,,,,,,,,,,,,,"E",
"LR",1999,270,1999-09-27,0.000,2,1,0.93,1.03,4.27,4.57,1.0,,11,304,189,7.0,11.0,,,65,0,22,0.55,,,,,"L",,"L","E",,,"L",,,"E","L","L",
"LR",1999,270,1999-09-27,4.000,1,2,0.98,1.23,4.54,4.57,4.0,,173,449,507,9.0,44.0,,,114,57,22,0.59,,,,,,,,,,,,,,,,,
"LR",1999,270,1999-09-27,6.000,1,1,1.57,1.21,3.94,4.16,3.0,,20,220,215,9.0,32.0,,,105,31,0,0.39,,,,,,,,,,,,,,,,"E",
"LR",1999,270,1999-09-27,6.000,1,2,1.70,1.94,4.64,4.53,4.0,,54,486,564,27.0,29.0,,,159,74,100,2.00,,,,,,,,,,,,,,,,,
"LR",1999,270,1999-09-27,8.000,1,1,11.56,14.17,7.30,7.08,8.0,,1390,1631,1701,58.0,103.0,,,559,414,423,8.75,,,,,,,,,,,,,,,,,
"LR",1999,270,1999-09-27,9.000,1,1,13.59,15.68,8.70,7.89,8.0,,1685,393,2779,95.0,180.0,,,694,545,598,9.08,,,,,,,,,"E",,"E",,,,,,
"LR",1999,298,1999-10-25,0.000,1,1,1.05,1.19,4.21,4.20,14.0,,63,311,368,6.0,11.0,,,103,73,112,0.73,,,,,,,,"E",,"E",,,,,,,
"LR",1999,298,1999-10-25,0.000,1,2,0.78,1.06,4.82,4.85,3.0,,14,287,389,5.0,14.0,,,40,45,83,0.46,,,,,,,"L",,,,,,,,,,
"LR",1999,298,1999-10-25,0.000,2,2,0.79,1.09,4.89,4.88,2.0,,25,287,405,6.0,14.0,,,44,54,208,0.56,,,,,,,"L",,,,,,,,,,
"LR",1999,298,1999-10-25,4.000,1,1,1.10,1.22,4.18,4.29,16.0,,75,378,378,7.0,15.0,,,103,78,121,0.27,,,,,,,,,,,,,,,"E",,
"LR",1999,298,1999-10-25,4.000,1,2,0.79,1.11,4.85,4.95,5.0,,24,303,373,6.0,14.0,,,34,25,102,1.46,,,,,,,,,,,,,,,,,
"LR",1999,298,1999-10-25,6.000,1,2,0.80,1.11,4.88,4.89,3.0,,12,303,384,6.0,16.0,,,41,54,102,0.41,,,,,,,,"E",,"E",,,,,,,
"LR",1999,298,1999-10-25,9.000,1,1,1.09,1.32,4.25,4.18,6.0,,60,319,416,6.0,14.0,,,103,102,140,0.42,,,,,,,,,,,,,,,,,
