"new_name","year4","n_obs","avg_conc","sd_conc","cv_conc"
"Kellicottia longispina",2000,2,1.15,0.494974746830583,0.430412823330942
"Kellicottia longispina",2005,3,3.43333333333333,2.91433239925259,0.848834679393957
"Kellicottia longispina",2007,4,0.925,1.25,1.35135135135135
"Keratella crassa",1983,2,0.56,0,0
"Keratella crassa",1984,14,2.69071428571429,2.51447949740242,0.934502600574301
"Keratella crassa",1985,18,16.7638888888889,32.8473138196017,1.95940894367135
"Keratella crassa",1986,17,5.59941176470588,9.19683537323317,1.64246455872428
"Keratella crassa",1987,20,36.117,34.9272486146486,0.967058410572545
"Keratella crassa",1988,19,8.91157894736842,10.7121090687947,1.20204389503366
"Keratella crassa",1989,14,12.125,15.7490101032023,1.29888743119195
"Keratella crassa",1990,5,0.44,0.218174242292714,0.49585055066526
"Keratella crassa",1991,14,12.145,32.277466240755,2.65767527713092
"Keratella crassa",1992,16,72.24375,62.077107844465,0.859273056070109
"Keratella crassa",1993,13,28.9107692307692,47.4161218120199,1.64008509886191
"Keratella crassa",1994,16,56.115625,82.8569066900883,1.47653896201082
"Keratella crassa",1995,15,18.2506666666667,21.103755070964,1.15632790058613
"Keratella crassa",1996,15,8.69133333333333,7.46002955439058,0.858329702507162
"Keratella crassa",1997,8,8.725,9.68986952587967,1.1105867651438
"Keratella crassa",1998,18,81.9944444444444,86.9811167622181,1.06081719745235
"Keratella crassa",1999,16,108.325,103.26287167548,0.953269066932657
"Keratella crassa",2000,14,102.557142857143,183.58476857503,1.7900729628433
"Keratella hiemalis",1984,7,4.83428571428571,3.72819821157109,0.771199393646503
"Keratella hiemalis",1985,10,22.223,23.7193531155937,1.06733353352804
"Keratella hiemalis",1986,10,32.016,44.257299259871,1.38234942715739
"Keratella hiemalis",1987,9,10.95,10.4616406457114,0.955400972211083
"Keratella hiemalis",1988,8,53.7175,83.1882400256877,1.54862456416787
"Keratella hiemalis",1989,9,10.9533333333333,17.7004837504516,1.61599060411913
"Keratella hiemalis",1990,8,6.50375,6.49685844411413,0.998940371956815
"Keratella hiemalis",1991,7,13.7571428571429,16.8403451214494,1.22411646781044
"Keratella hiemalis",1992,7,14.3157142857143,17.7329672805041,1.23870642614039
"Keratella hiemalis",1993,6,8.74,9.63469148442232,1.10236744673024
"Keratella hiemalis",1994,4,1.31,1.86897476351787,1.42669829276173
"Keratella hiemalis",1995,4,5.7925,5.49395046088574,0.948459294067457
"Keratella hiemalis",1996,5,4.72,8.42174269376594,1.78426751986567
"Keratella hiemalis",1997,2,9.1,2.12132034355964,0.233112125665895
"Keratella hiemalis",1998,3,1.53333333333333,0.750555349946513,0.489492619530335
"Keratella hiemalis",1999,5,7.26,7.31115585936998,1.00704626162121
"Keratella hiemalis",2000,5,17.6,18.3816484570889,1.04441184415278
"Keratella taurocephala",1983,4,28.41,12.8603006704094,0.452668098219269
"Keratella taurocephala",1984,15,42.2266666666667,40.0177395782468,0.947688812241399
"Keratella taurocephala",1985,24,25.225,27.1857249945309,1.07772943486743
"Keratella taurocephala",1986,21,27.6514285714286,15.3515651598507,0.555181629050192
"Keratella taurocephala",1987,20,59.1775,35.8786866618463,0.606289327224812
"Keratella taurocephala",1988,19,33.0063157894737,21.6829859594328,0.656934451507244
"Keratella taurocephala",1989,19,47.5689473684211,37.0903461376163,0.779717613895298
"Keratella taurocephala",1990,11,26.1572727272727,19.9130279419827,0.761280740144612
"Keratella taurocephala",1991,17,64.9070588235294,57.4494311073558,0.885102978761532
"Keratella taurocephala",1992,15,122.602,150.666660555204,1.22890866833497
"Keratella taurocephala",1993,13,49.9038461538462,39.3701029840456,0.788919212011704
"Keratella taurocephala",1994,16,12.731875,12.7813808428511,1.00388833874438
"Keratella taurocephala",1995,12,18.3916666666667,23.7528298154646,1.29149958217297
"Keratella taurocephala",1996,16,78.6,176.716698588447,2.24830405328813
"Keratella taurocephala",1997,15,37.4133333333333,33.735163229118,0.901688254520261
"Keratella taurocephala",1998,18,45.7111111111111,45.1814627382005,0.98841313719933
"Keratella taurocephala",1999,11,18.6545454545455,17.8654058804363,0.957697196319684
"Keratella taurocephala",2000,11,13.9181818181818,19.5464993378261,1.40438597463153
"Keratella taurocephala",2005,3,25.9333333333333,21.0003174579179,0.809780878840024
"Keratella taurocephala",2007,5,6.5,3.10885831134196,0.47828589405261
"Mesocyclops edax",1984,7,1.88285714285714,1.86249576541545,0.989185914864047
"Mesocyclops edax",1985,14,1.52642857142857,2.00057532933695,1.31062492329047
"Mesocyclops edax",1986,16,2.27375,2.07677915693187,0.913371811734744
"Mesocyclops edax",1987,14,2.84071428571429,2.59746167302949,0.914369208509249
"Mesocyclops edax",1988,13,1.78230769230769,1.55821026526244,0.874265578265501
"Mesocyclops edax",1989,12,2.46666666666667,3.18551931925288,1.29142675104846
"Mesocyclops edax",1990,10,1.422,1.34175506955132,0.943568965929198
"Mesocyclops edax",1991,11,2.20636363636364,1.48993471486017,0.675289734794473
"Mesocyclops edax",1992,11,3.34636363636364,2.83698880056751,0.847782580990018
"Mesocyclops edax",1993,9,1.50111111111111,1.72039562633457,1.14608146832059
"Mesocyclops edax",1994,13,4.82,4.69894491703545,0.974884837559223
"Mesocyclops edax",1995,12,3.8225,4.43390270324216,1.15994838541325
"Mesocyclops edax",1996,11,3.85454545454545,3.82945521879122,0.993490740724136
"Mesocyclops edax",1997,8,2.1,1.20356612970432,0.573126728430627
"Mesocyclops edax",1998,9,7.26666666666667,7.29914378540387,1.00446932826659
"Mesocyclops edax",1999,10,4.83,5.19060047907112,1.07465848427973
"Mesocyclops edax",2000,6,1.06666666666667,0.413118223595458,0.387298334620742
"Mesocyclops edax",2007,3,1.73333333333333,1.28970280814354,0.744059312390504
"Nauplii sp.",1983,4,12.1975,9.80164059396861,0.803577831028376
"Nauplii sp.",1984,15,57.3673333333333,58.5845248297177,1.02121750176728
"Nauplii sp.",1985,24,38.75125,33.3075539561745,0.859522052996343
"Nauplii sp.",1986,21,42.6885714285714,40.0218170858988,0.937530016736804
"Nauplii sp.",1987,20,37.3215,31.6658981896597,0.84846263386144
"Nauplii sp.",1988,19,52.2547368421053,43.9399903110824,0.840880520436893
"Nauplii sp.",1989,19,41.6921052631579,24.3606765502993,0.584299506981869
"Nauplii sp.",1990,19,50.1852631578947,51.6246389676287,1.02868124463561
"Nauplii sp.",1991,17,31.2494117647059,29.9135799994309,0.957252578853862
"Nauplii sp.",1992,15,31.9506666666667,21.0665674425029,0.659346725446613
"Nauplii sp.",1993,13,42.9238461538462,46.1917145417627,1.07613177011687
"Nauplii sp.",1994,15,38.0093333333333,34.673728520651,0.912242480460528
"Nauplii sp.",1995,15,21.2013333333333,19.9161861189287,0.939383660725523
"Nauplii sp.",1996,16,18.7475,16.21651524424,0.864996145845577
"Nauplii sp.",1997,15,27.3266666666667,24.1171979735466,0.882551767756034
"Nauplii sp.",1998,18,28.4111111111111,31.1554525279641,1.09659394897019
"Nauplii sp.",1999,16,60.69375,68.3875375464468,1.12676408273417
"Nauplii sp.",2000,17,33.1294117647059,25.9778214229437,0.784131683576071
"Nauplii sp.",2005,3,32.8666666666667,26.6635206477564,0.81126330571267
"Nauplii sp.",2007,5,13.1,11.225194875814,0.856885105023966
"Polyarthra remata",1983,4,64.6475,57.0472876217617,0.882436097633499
"Polyarthra remata",1984,15,35.668,80.7435918023397,2.26375439616294
"Polyarthra remata",1985,22,40.6895454545455,39.1281439907965,0.961626470723463
"Polyarthra remata",1986,21,83.3447619047619,110.988569529436,1.33168020392527
"Polyarthra remata",1987,20,66.929,70.4981408414808,1.05332726981549
"Polyarthra remata",1988,19,43.0542105263158,46.0962844147129,1.07065682661949
"Polyarthra remata",1989,18,16.7233333333333,19.1730371339852,1.14648418182092
"Polyarthra remata",1990,18,39.1438888888889,66.3390728746587,1.69474916156042
"Polyarthra remata",1991,17,50.4523529411765,54.4693982353178,1.07962057386749
"Polyarthra remata",1992,16,54.7825,48.8677048775569,0.892031303382593
"Polyarthra remata",1993,13,9.24153846153846,11.0286519621649,1.19337835448763
"Polyarthra remata",1994,16,32.315625,26.3269223340544,0.814680896131652
"Polyarthra remata",1995,15,67.3846666666667,94.7281309000105,1.40578169464879
"Polyarthra remata",1996,11,16.5972727272727,31.8831723926303,1.92098864172062
"Polyarthra remata",1997,13,45.6923076923077,88.1216154105456,1.92858754265504
"Polyarthra remata",1998,15,17.9866666666667,18.0255321564665,1.00216079446626
"Polyarthra remata",1999,15,53.6866666666667,40.729663929494,0.758655108583646
"Polyarthra remata",2000,17,117.358823529412,149.563335492123,1.27441065779464
"Polyarthra remata",2007,2,1.7,1.5556349186104,0.915079363888473
"Polyarthra vulgaris",1983,3,16.1366666666667,8.49009030183622,0.526136560741761
"Polyarthra vulgaris",1984,15,23.324,18.5825251244281,0.79671261895164
"Polyarthra vulgaris",1985,24,27.6429166666667,28.2162331444564,1.02074008631951
"Polyarthra vulgaris",1986,21,53.6638095238095,59.9033672239041,1.11627124044047
"Polyarthra vulgaris",1987,20,25.5875,25.0999402127617,0.980945391803094
"Polyarthra vulgaris",1988,19,35.9110526315789,41.8065559577996,1.1641696050156
"Polyarthra vulgaris",1989,17,41.8705882352941,64.7503448321501,1.54643981757032
"Polyarthra vulgaris",1990,17,46.4582352941176,43.9040259024292,0.945021385863707
"Polyarthra vulgaris",1991,16,33.751875,33.2669920930142,0.985633897169095
"Polyarthra vulgaris",1992,14,60.9942857142857,56.0175175505616,0.91840599319358
"Polyarthra vulgaris",1993,13,52.38,40.6596314952968,0.776243442063704
"Polyarthra vulgaris",1994,16,55.326875,43.7240394167404,0.790285723109075
"Polyarthra vulgaris",1995,15,47.052,46.8983859301911,0.996735227624565
"Polyarthra vulgaris",1996,13,52.6153846153846,85.3478455708739,1.62210817605462
"Polyarthra vulgaris",1997,14,13.4,13.3933967656856,0.999507221319819
"Polyarthra vulgaris",1998,10,74.92,99.1484050412422,1.32339035025684
"Polyarthra vulgaris",1999,10,5.67,9.92360261643366,1.75019446497948
"Polyarthra vulgaris",2000,16,63.2625,109.144796028029,1.72526846122156
"Polyarthra vulgaris",2005,3,20.2666666666667,31.4814760348579,1.55336230435154
"Polyarthra vulgaris",2007,5,13.52,18.4579793043551,1.36523515564756
"Polyphemus pediculuc",1984,1,0.79,NA,NA
"Sida crystallina",1985,1,3.58,NA,NA
"Synchaeta sp.",1985,4,54.8525,87.9033902929802,1.60254118395661
"Synchaeta sp.",1986,3,1.25333333333333,0.47247574893674,0.376975331598463
"Synchaeta sp.",1987,7,28.8071428571429,64.3824483624447,2.23494737682674
"Synchaeta sp.",1988,5,3.768,5.73087427885135,1.52093266423868
"Synchaeta sp.",1989,7,27.8,65.3854989020246,2.35199636338218
"Synchaeta sp.",1990,3,1.38,0.462276973253049,0.334983313951485
"Synchaeta sp.",1991,8,4.005,5.74052511286455,1.4333396037115
"Synchaeta sp.",1992,7,11.41,25.9467660155686,2.27403733703494
"Synchaeta sp.",1993,3,7.73333333333333,12.5773937416833,1.62638712176939
"Synchaeta sp.",1994,3,8.3,9.00013888781723,1.08435408286955
"Synchaeta sp.",1995,6,8.04333333333333,6.54868434623831,0.81417542638686
"Synchaeta sp.",1996,4,10.2,13.7332322002749,1.34639531375244
"Synchaeta sp.",1997,6,31.05,21.9608515317599,0.707273801344923
"Synchaeta sp.",1998,8,26.4,38.7684702524395,1.46850266107725
"Synchaeta sp.",1999,4,4.35,4.46504945847934,1.02644815137456
"Synchaeta sp.",2000,6,13.3666666666667,17.2716723760806,1.29214506554219
"Trichocerca cylindrica",1983,3,6.54666666666667,6.14509018105783,0.938659396291929
"Trichocerca cylindrica",1984,9,10.5011111111111,7.83203269343988,0.745828951867092
"Trichocerca cylindrica",1985,19,7.90947368421053,9.71322950853011,1.22805004433106
"Trichocerca cylindrica",1986,18,9.82111111111111,10.746902092006,1.09426540138086
"Trichocerca cylindrica",1987,14,7.05857142857143,6.87176369382244,0.973534625718622
"Trichocerca cylindrica",1988,16,13.165,25.4792655571807,1.9353790776438
"Trichocerca cylindrica",1989,8,6.35375,10.0233269890078,1.57754507007795
"Trichocerca cylindrica",1990,12,10.2858333333333,7.6952517335318,0.748140815056159
"Trichocerca cylindrica",1991,13,7.83076923076923,8.41403436877782,1.0744837602565
"Trichocerca cylindrica",1992,10,26.548,55.717120209541,2.09873136242056
"Trichocerca cylindrica",1993,7,11.9757142857143,14.0067565328819,1.16959675211944
"Trichocerca cylindrica",1994,12,13.2125,9.62875723596202,0.728761190990503
"Trichocerca cylindrica",1995,12,2.2575,2.32868329944003,1.03153191558805
"Trichocerca cylindrica",1996,9,11.1222222222222,7.41750931542687,0.66690892945896
"Trichocerca cylindrica",1997,7,15.4428571428571,13.1712891222863,0.852904938538428
"Trichocerca cylindrica",1998,3,10.8666666666667,5.63234705370091,0.518314146046096
"Trichocerca cylindrica",1999,12,22.7333333333333,18.9001362829783,0.831384293972651
"Trichocerca cylindrica",2000,13,41.4076923076923,73.4769517324816,1.77447589173743
"Tropocyclops prasinus",1983,3,9.25333333333333,1.62979548819272,0.176130636332066
"Tropocyclops prasinus",1984,14,2.32642857142857,2.96033160081995,1.2724790424157
"Tropocyclops prasinus",1985,23,1.18782608695652,1.24766311202452,1.05037524072343
"Tropocyclops prasinus",1986,20,1.55,1.29738197921815,0.837020631753644
"Tropocyclops prasinus",1987,19,3.59631578947368,4.88024385834961,1.35701204900692
"Tropocyclops prasinus",1988,19,5.52894736842105,7.35812392660645,1.33083631228484
"Tropocyclops prasinus",1989,16,6.2125,9.22245845748302,1.48450035532926
"Tropocyclops prasinus",1990,17,6.94117647058824,9.99385178644409,1.43979220652161
"Tropocyclops prasinus",1991,16,3.5375,2.91667504760701,0.824501780242263
"Tropocyclops prasinus",1992,15,4.726,4.10648059256864,0.868912524876986
"Tropocyclops prasinus",1993,12,4.065,5.22715027524559,1.28589182662868
"Tropocyclops prasinus",1994,15,3.11866666666667,4.44068988634274,1.42390654756608
"Tropocyclops prasinus",1995,12,10.0816666666667,8.58219174520793,0.851267159385809
"Tropocyclops prasinus",1996,15,2.444,1.26387047256773,0.517131944585813
"Tropocyclops prasinus",1997,11,2.92727272727273,1.48060184323194,0.505795660731408
"Tropocyclops prasinus",1998,16,15.94375,27.6463612735323,1.73399365102515
"Tropocyclops prasinus",1999,16,16.81875,16.9006200576586,1.0048677849221
"Tropocyclops prasinus",2000,11,6.50909090909091,6.12641078372232,0.94120836062773
"Tropocyclops prasinus",2005,2,0.6,0,0
